#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-01-16 01:21:28"
#data_read_from_db	"2018-03-01 17:28:53"
#database_id	1472
#datapoints_in_db	128121
#database_reference_id	0
#integrated_value	0.026	6.3
#sample_label	"goldpaper0"
#sample_name	"Golden_glossy_paper"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-wjakob|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=17 poweron=8414 [h] last_change=951 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	26.8421	0
#intheta	26.8421
#inphi	0
#front_integral	0.0263
#incident_and_front_integral	26.8421	0	0.0263
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	127039
#format: theta	phi	[uA]
29.94935	94.82378	3.517e-03
29.94731	94.82608	3.520e-03
29.94632	94.82806	3.518e-03
29.94463	94.83026	3.514e-03
29.94187	94.83278	3.517e-03
29.94016	94.83442	3.515e-03
29.93879	94.83596	3.522e-03
29.93743	94.83749	3.532e-03
29.93535	94.83924	3.534e-03
29.93399	94.84077	3.525e-03
29.93191	94.84253	3.535e-03
29.93055	94.84406	3.529e-03
29.92842	94.84470	3.533e-03
29.92706	94.84624	3.532e-03
29.92498	94.84798	3.527e-03
29.92291	94.84974	3.528e-03
29.92083	94.85149	3.526e-03
29.91876	94.85324	3.524e-03
29.91669	94.85500	3.529e-03
29.91390	94.85696	3.521e-03
29.91178	94.85760	3.531e-03
29.90970	94.85934	3.528e-03
29.90621	94.86152	3.525e-03
29.90484	94.86307	3.529e-03
29.90206	94.86504	3.522e-03
29.89999	94.86678	3.528e-03
29.89721	94.86874	3.534e-03
29.89371	94.87093	3.537e-03
29.89093	94.87290	3.535e-03
29.88815	94.87486	3.534e-03
29.88607	94.87662	3.531e-03
29.88258	94.87881	3.537e-03
29.87909	94.88099	3.541e-03
29.87631	94.88295	3.539e-03
29.87211	94.88535	3.543e-03
29.86927	94.88620	3.537e-03
29.86578	94.88840	3.546e-03
29.86229	94.89058	3.548e-03
29.85880	94.89276	3.537e-03
29.85460	94.89516	3.541e-03
29.85110	94.89735	3.529e-03
29.84690	94.89976	3.532e-03
29.84341	94.90194	3.528e-03
29.83992	94.90414	3.542e-03
29.83501	94.90675	3.544e-03
29.83081	94.90916	3.547e-03
29.82661	94.91156	3.550e-03
29.82241	94.91398	3.546e-03
29.81821	94.91638	3.546e-03
29.81401	94.91879	3.546e-03
29.80839	94.92162	3.547e-03
29.80419	94.92404	3.554e-03
29.79928	94.92667	3.558e-03
29.79508	94.92907	3.559e-03
29.79017	94.93170	3.559e-03
29.78455	94.93456	3.570e-03
29.78041	94.93808	3.573e-03
29.77408	94.94114	3.562e-03
29.76988	94.94357	3.562e-03
29.76497	94.94620	3.565e-03
29.76006	94.94883	3.563e-03
29.75444	94.95168	3.560e-03
29.74953	94.95432	3.561e-03
29.74392	94.95717	3.558e-03
29.73901	94.95981	3.566e-03
29.73339	94.96268	3.571e-03
29.72848	94.96531	3.562e-03
29.72292	94.96928	3.584e-03
29.71802	94.97194	3.589e-03
29.71169	94.97501	3.583e-03
29.70678	94.97765	3.592e-03
29.70187	94.98029	3.584e-03
29.69560	94.98450	3.592e-03
29.68998	94.98737	3.591e-03
29.68366	94.99046	3.590e-03
29.67804	94.99333	3.590e-03
29.67172	94.99641	3.591e-03
29.66539	94.99950	3.595e-03
29.65906	95.00259	3.602e-03
29.65350	95.00660	3.602e-03
29.64718	95.00969	3.604e-03
29.64014	95.01300	3.597e-03
29.63382	95.01611	3.603e-03
29.62608	95.01964	3.600e-03
29.61975	95.02274	3.605e-03
29.61343	95.02584	3.598e-03
29.60574	95.03051	3.619e-03
29.59871	95.03384	3.608e-03
29.58955	95.03783	3.613e-03
29.58393	95.04072	3.622e-03
29.57761	95.04382	3.625e-03
29.56921	95.04874	3.624e-03
29.56289	95.05185	3.618e-03
29.55231	95.05628	3.618e-03
29.54811	95.05874	3.617e-03
29.54037	95.06231	3.630e-03
29.53334	95.06564	3.634e-03
29.52560	95.06921	3.636e-03
29.51863	95.07369	3.645e-03
29.51230	95.07681	3.648e-03
29.50385	95.08060	3.650e-03
29.49753	95.08373	3.650e-03
29.48766	95.08798	3.651e-03
29.48134	95.09111	3.657e-03
29.47360	95.09469	3.654e-03
29.46521	95.09963	3.651e-03
29.45747	95.10321	3.655e-03
29.44902	95.10702	3.657e-03
29.44128	95.11062	3.663e-03
29.43212	95.11465	3.658e-03
29.42367	95.11847	3.665e-03
29.41451	95.12251	3.660e-03
29.40542	95.12769	3.664e-03
29.39626	95.13174	3.662e-03
29.38852	95.13534	3.652e-03
29.37936	95.13940	3.666e-03
29.36950	95.14368	3.665e-03
29.36105	95.14751	3.660e-03
29.35189	95.15157	3.667e-03
29.34416	95.15520	3.677e-03
29.33500	95.15926	3.675e-03
29.32449	95.16492	3.678e-03
29.31746	95.16832	3.687e-03
29.30972	95.17194	3.686e-03
29.30057	95.17602	3.692e-03
29.29212	95.17987	3.702e-03
29.27800	95.18555	3.702e-03
29.27168	95.18873	3.713e-03
29.26253	95.19281	3.709e-03
29.25338	95.19691	3.709e-03
29.24281	95.20146	3.710e-03
29.23365	95.20556	3.716e-03
29.22379	95.20988	3.725e-03
29.21328	95.21560	3.722e-03
29.20341	95.21993	3.717e-03
29.19072	95.22518	3.731e-03
29.18228	95.22908	3.723e-03
29.17171	95.23365	3.727e-03
29.16184	95.23800	3.726e-03
29.15198	95.24235	3.744e-03
29.14142	95.24694	3.734e-03
29.13085	95.25153	3.739e-03
29.12099	95.25589	3.738e-03
29.11042	95.26048	3.738e-03
29.10127	95.26463	3.744e-03
29.08934	95.27084	3.753e-03
29.07877	95.27544	3.758e-03
29.06891	95.27983	3.767e-03
29.05906	95.28421	3.774e-03
29.04565	95.28975	3.775e-03
29.03650	95.29392	3.777e-03
29.02452	95.29901	3.770e-03
29.01325	95.30386	3.776e-03
29.00197	95.30873	3.778e-03
28.98999	95.31384	3.781e-03
28.97800	95.31895	3.786e-03
28.96744	95.32359	3.790e-03
28.95546	95.32870	3.783e-03
28.94419	95.33360	3.792e-03
28.93220	95.33872	3.794e-03
28.92164	95.34338	3.804e-03
28.90966	95.34851	3.797e-03
28.89909	95.35319	3.809e-03
28.88570	95.35880	3.804e-03
28.87584	95.36324	3.811e-03
28.86386	95.36839	3.820e-03
28.85117	95.37379	3.825e-03
28.83848	95.37918	3.829e-03
28.82650	95.38434	3.844e-03
28.81382	95.38974	3.837e-03
28.80113	95.39516	3.839e-03
28.78844	95.40058	3.853e-03
28.77647	95.40576	3.852e-03
28.75882	95.41286	3.853e-03
28.74968	95.41710	3.857e-03
28.73770	95.42229	3.854e-03
28.72572	95.42750	3.849e-03
28.71375	95.43272	3.863e-03
28.69965	95.43864	3.871e-03
28.68767	95.44386	3.874e-03
28.67569	95.44908	3.873e-03
28.66372	95.45432	3.875e-03
28.64962	95.46027	3.879e-03
28.63693	95.46574	3.882e-03
28.62213	95.47195	3.884e-03
28.60874	95.47768	3.887e-03
28.59599	95.48201	3.897e-03
28.58189	95.48798	3.899e-03
28.56709	95.49421	3.902e-03
28.55299	95.50020	3.910e-03
28.54031	95.50573	3.906e-03
28.52763	95.51125	3.913e-03
28.51424	95.51701	3.916e-03
28.50156	95.52254	3.920e-03
28.48746	95.52858	3.924e-03
28.47331	95.53343	3.934e-03
28.45921	95.53947	3.946e-03
28.44441	95.54575	3.951e-03
28.43173	95.55132	3.963e-03
28.41480	95.55835	3.962e-03
28.40142	95.56416	3.963e-03
28.38378	95.57146	3.959e-03
28.37175	95.57561	3.957e-03
28.35837	95.58146	3.966e-03
28.34357	95.58779	3.969e-03
28.32877	95.59413	3.973e-03
28.31397	95.60047	3.973e-03
28.30059	95.60635	3.989e-03
28.28714	95.61102	3.980e-03
28.27163	95.61764	3.994e-03
28.25754	95.62376	3.987e-03
28.23921	95.63138	3.994e-03
28.22583	95.63728	4.001e-03
28.21096	95.64249	4.002e-03
28.19475	95.64938	4.003e-03
28.17713	95.65678	4.013e-03
28.16374	95.66270	4.021e-03
28.14895	95.66914	4.022e-03
28.13274	95.67607	4.026e-03
28.11859	95.68107	4.040e-03
28.10380	95.68752	4.051e-03
28.08759	95.69447	4.046e-03
28.07209	95.70119	4.048e-03
28.05729	95.70766	4.056e-03
28.04109	95.71464	4.062e-03
28.02346	95.72213	4.070e-03
28.00790	95.72767	4.074e-03
27.99170	95.73469	4.079e-03
27.97549	95.74170	4.074e-03
27.95787	95.74923	4.082e-03
27.94166	95.75627	4.084e-03
27.92681	95.76160	4.096e-03
27.91060	95.76865	4.087e-03
27.89582	95.77519	4.099e-03
27.87962	95.78226	4.107e-03
27.86271	95.78960	4.107e-03
27.84432	95.79624	4.115e-03
27.82811	95.80333	4.125e-03
27.81191	95.81043	4.136e-03
27.79288	95.81857	4.148e-03
27.77527	95.82621	4.147e-03
27.75971	95.83187	4.143e-03
27.74351	95.83900	4.152e-03
27.72590	95.84666	4.160e-03
27.70758	95.85459	4.164e-03
27.69421	95.86074	4.171e-03
27.67724	95.86695	4.178e-03
27.65821	95.87517	4.192e-03
27.64131	95.88262	4.191e-03
27.62228	95.89086	4.191e-03
27.60468	95.89861	4.195e-03
27.58707	95.90635	4.192e-03
27.56875	95.91437	4.201e-03
27.55114	95.92213	4.212e-03
27.53283	95.93018	4.212e-03
27.51586	95.93648	4.220e-03
27.49896	95.94401	4.229e-03
27.48277	95.95129	4.222e-03
27.46305	95.95991	4.244e-03
27.44615	95.96747	4.255e-03
27.42572	95.97636	4.257e-03
27.40740	95.98448	4.263e-03
27.38768	95.99315	4.274e-03
27.36725	96.00209	4.280e-03
27.34895	96.01024	4.287e-03
27.33128	96.01690	4.291e-03
27.31650	96.02374	4.296e-03
27.29749	96.03220	4.305e-03
27.27989	96.04013	4.303e-03
27.25946	96.04914	4.310e-03
27.24257	96.05682	4.311e-03
27.22286	96.06561	4.318e-03
27.19678	96.07681	4.314e-03
27.18342	96.08318	4.324e-03
27.16441	96.09172	4.324e-03
27.14399	96.10083	4.349e-03
27.12569	96.10912	4.350e-03
27.10032	96.12015	4.349e-03
27.08902	96.12450	4.359e-03
27.06860	96.13364	4.368e-03
27.05030	96.14201	4.373e-03
27.02847	96.15173	4.372e-03
27.00876	96.16064	4.387e-03
26.98835	96.16986	4.386e-03
26.96864	96.17880	4.398e-03
26.95034	96.18721	4.407e-03
26.92993	96.19646	4.419e-03
26.91022	96.20545	4.425e-03
26.89052	96.21445	4.438e-03
26.87222	96.22292	4.444e-03
26.85182	96.23222	4.454e-03
26.83070	96.24183	4.454e-03
26.81029	96.25116	4.460e-03
26.78847	96.26107	4.458e-03
26.76806	96.27043	4.469e-03
26.74695	96.28011	4.467e-03
26.72866	96.28867	4.478e-03
26.70896	96.29779	4.488e-03
26.68715	96.30778	4.494e-03
26.66816	96.31667	4.500e-03
26.64352	96.32782	4.500e-03
26.62594	96.33617	4.502e-03
26.60483	96.34593	4.510e-03
26.58231	96.35631	4.521e-03
26.56262	96.36554	4.531e-03
26.53665	96.37865	4.545e-03
26.51900	96.38578	4.560e-03
26.50072	96.39449	4.565e-03
26.47828	96.40621	4.571e-03
26.45717	96.41611	4.585e-03
26.42690	96.42976	4.583e-03
26.41215	96.43710	4.593e-03
26.39035	96.44732	4.592e-03
26.37066	96.45671	4.599e-03
26.34744	96.46756	4.604e-03
26.32565	96.47784	4.605e-03
26.30667	96.48698	4.627e-03
26.28345	96.49789	4.630e-03
26.26307	96.50764	4.642e-03
26.23986	96.51858	4.636e-03
26.21806	96.52895	4.650e-03
26.19422	96.54153	4.645e-03
26.17243	96.55193	4.658e-03
26.15133	96.56207	4.673e-03
26.12179	96.57578	4.681e-03
26.10563	96.58389	4.687e-03
26.08526	96.59377	4.690e-03
26.06135	96.60519	4.702e-03
26.03956	96.61571	4.709e-03
26.01291	96.62965	4.722e-03
25.98971	96.64082	4.715e-03
25.96934	96.65080	4.732e-03
25.94896	96.66081	4.733e-03
25.92224	96.67353	4.741e-03
25.90328	96.68298	4.754e-03
25.87797	96.69515	4.758e-03
25.85690	96.70553	4.766e-03
25.83370	96.71684	4.785e-03
25.80425	96.73223	4.788e-03
25.78458	96.74207	4.803e-03
25.76351	96.75253	4.801e-03
25.73892	96.76454	4.810e-03
25.71643	96.77565	4.824e-03
25.68346	96.79271	4.832e-03
25.66733	96.80112	4.840e-03
25.64345	96.81290	4.857e-03
25.61886	96.82504	4.868e-03
25.59638	96.83627	4.890e-03
25.57320	96.84782	4.888e-03
25.54650	96.86095	4.906e-03
25.52685	96.87099	4.901e-03
25.50164	96.88490	4.922e-03
25.47213	96.89935	4.931e-03
25.45248	96.90945	4.935e-03
25.43001	96.92085	4.937e-03
25.40543	96.93319	4.952e-03
25.38086	96.94555	4.959e-03
25.35628	96.95795	4.961e-03
25.33311	96.96974	4.973e-03
25.30509	96.98512	4.990e-03
25.28264	96.99664	4.991e-03
25.25877	97.00883	5.003e-03
25.22927	97.02358	5.012e-03
25.20470	97.03613	5.019e-03
25.18013	97.04871	5.030e-03
25.15979	97.05939	5.047e-03
25.13453	97.07233	5.055e-03
25.10855	97.08563	5.072e-03
25.08267	97.10033	5.088e-03
25.05951	97.11239	5.097e-03
25.03355	97.12576	5.104e-03
25.00759	97.13919	5.113e-03
24.98232	97.15231	5.106e-03
24.95566	97.16610	5.114e-03
24.93321	97.17796	5.126e-03
24.90655	97.19183	5.135e-03
24.87919	97.20603	5.150e-03
24.85331	97.22099	5.160e-03
24.82947	97.23363	5.168e-03
24.80211	97.24793	5.177e-03
24.77686	97.26128	5.187e-03
24.75020	97.27531	5.192e-03
24.72707	97.28773	5.208e-03
24.70112	97.30149	5.205e-03
24.67447	97.31562	5.221e-03
24.64290	97.33213	5.230e-03
24.61836	97.34534	5.241e-03
24.59454	97.35821	5.255e-03
24.56860	97.37212	5.260e-03
24.54266	97.38607	5.266e-03
24.51461	97.40109	5.283e-03
24.48735	97.41718	5.290e-03
24.46072	97.43158	5.304e-03
24.43549	97.44532	5.313e-03
24.40745	97.46046	5.327e-03
24.37730	97.47667	5.334e-03
24.35067	97.49121	5.346e-03
24.32475	97.50542	5.362e-03
24.30024	97.51896	5.376e-03
24.27291	97.53394	5.388e-03
24.24628	97.54860	5.405e-03
24.21685	97.56469	5.427e-03
24.19023	97.57941	5.424e-03
24.16502	97.59347	5.428e-03
24.13138	97.61180	5.444e-03
24.10828	97.62487	5.444e-03
24.08307	97.63902	5.455e-03
24.05294	97.65570	5.466e-03
24.02704	97.67029	5.480e-03
23.99832	97.68633	5.490e-03
23.96961	97.70241	5.504e-03
23.94231	97.71781	5.506e-03
23.91500	97.73327	5.520e-03
23.88559	97.74982	5.526e-03
23.85760	97.76569	5.537e-03
23.83170	97.78054	5.552e-03
23.79949	97.79867	5.569e-03
23.77430	97.81321	5.581e-03
23.74701	97.82887	5.589e-03
23.71902	97.84496	5.605e-03
23.68822	97.86253	5.602e-03
23.66154	97.87651	5.620e-03
23.63145	97.89380	5.631e-03
23.59444	97.91631	5.645e-03
23.57549	97.92632	5.669e-03
23.54751	97.94263	5.679e-03
23.51742	97.96010	5.696e-03
23.48945	97.97649	5.711e-03
23.45937	97.99407	5.730e-03
23.43139	98.01055	5.730e-03
23.39992	98.02895	5.744e-03
23.37335	98.04476	5.745e-03
23.34188	98.06328	5.752e-03
23.31462	98.07955	5.767e-03
23.28596	98.09663	5.782e-03
23.25379	98.11565	5.795e-03
23.22513	98.13284	5.805e-03
23.19638	98.14856	5.817e-03
23.16703	98.16620	5.819e-03
23.13768	98.18388	5.846e-03
23.10412	98.20396	5.857e-03
23.07828	98.21980	5.874e-03
23.04753	98.23840	5.897e-03
23.01608	98.25744	5.907e-03
22.98675	98.27538	5.924e-03
22.95881	98.29256	5.939e-03
22.92798	98.30988	5.944e-03
22.89584	98.32952	5.967e-03
22.86301	98.34962	5.976e-03
22.83578	98.36662	5.998e-03
22.80646	98.38483	6.004e-03
22.77013	98.40709	6.027e-03
22.74501	98.42300	6.045e-03
22.71429	98.44219	6.047e-03
22.68558	98.45869	6.061e-03
22.64857	98.48161	6.080e-03
22.61365	98.50337	6.083e-03
22.59065	98.51830	6.101e-03
22.56344	98.53572	6.114e-03
22.53064	98.55643	6.121e-03
22.50134	98.57516	6.134e-03
22.46914	98.59405	6.150e-03
22.43355	98.61659	6.170e-03
22.40566	98.63467	6.172e-03
22.37707	98.65320	6.195e-03
22.34429	98.67427	6.205e-03
22.31360	98.69418	6.221e-03
22.28012	98.71579	6.241e-03
22.25075	98.73340	6.258e-03
22.22007	98.75346	6.285e-03
22.18730	98.77483	6.295e-03
22.15383	98.79672	6.306e-03
22.12177	98.81780	6.329e-03
22.09111	98.83810	6.338e-03
22.06105	98.85646	6.341e-03
22.02829	98.87816	6.365e-03
21.99484	98.90037	6.374e-03
21.96559	98.92004	6.383e-03
21.93355	98.94150	6.397e-03
21.89801	98.96519	6.421e-03
21.86307	98.98695	6.432e-03
21.83104	99.00864	6.431e-03
21.80459	99.02686	6.442e-03
21.77256	99.04864	6.454e-03
21.73425	99.07446	6.459e-03
21.70631	99.09214	6.480e-03
21.67150	99.11592	6.484e-03
21.64018	99.13754	6.514e-03
21.60817	99.15965	6.531e-03
21.56569	99.18858	6.554e-03
21.54056	99.20475	6.568e-03
21.51066	99.22575	6.580e-03
21.47586	99.24995	6.610e-03
21.44526	99.27151	6.619e-03
21.40629	99.29862	6.640e-03
21.37361	99.32170	6.658e-03
21.34361	99.34140	6.677e-03
21.31024	99.36507	6.700e-03
21.27337	99.39114	6.711e-03
21.24210	99.41360	6.727e-03
21.20873	99.43751	6.742e-03
21.17816	99.45963	6.753e-03
21.14271	99.48509	6.768e-03
21.10169	99.51442	6.777e-03
21.07660	99.53136	6.792e-03
21.04116	99.55707	6.810e-03
21.00085	99.58619	6.827e-03
20.97448	99.60590	6.846e-03
20.93906	99.63189	6.865e-03
20.90504	99.65699	6.878e-03
20.87450	99.67977	6.897e-03
20.83898	99.70434	6.902e-03
20.80496	99.72969	6.922e-03
20.76886	99.75660	6.946e-03
20.73764	99.78017	6.962e-03
20.70295	99.80626	6.975e-03
20.66895	99.83195	7.003e-03
20.63426	99.85824	7.017e-03
20.59749	99.88609	7.041e-03
20.56281	99.91254	7.064e-03
20.53092	99.93712	7.087e-03
20.49486	99.96475	7.101e-03
20.46078	99.98929	7.129e-03
20.42403	100.01762	7.146e-03
20.38938	100.04453	7.171e-03
20.35681	100.07005	7.178e-03
20.32077	100.09817	7.192e-03
20.28127	100.12894	7.207e-03
20.24663	100.15625	7.224e-03
20.21478	100.18162	7.243e-03
20.18154	100.20808	7.265e-03
20.14344	100.23825	7.278e-03
20.10743	100.26698	7.288e-03
20.07352	100.29427	7.306e-03
20.03821	100.32269	7.321e-03
20.00500	100.34963	7.350e-03
19.96762	100.37983	7.361e-03
19.93026	100.41016	7.379e-03
19.89498	100.43900	7.406e-03
19.86248	100.46580	7.422e-03
19.82651	100.49538	7.450e-03
19.78916	100.52615	7.486e-03
19.75113	100.55757	7.495e-03
19.71519	100.58749	7.520e-03
19.68271	100.61479	7.545e-03
19.64539	100.64603	7.560e-03
19.60946	100.67628	7.583e-03
19.56810	100.71284	7.607e-03
19.53761	100.73714	7.638e-03
19.46453	100.80132	7.681e-03
19.38927	100.86593	7.723e-03
19.25751	100.98125	7.780e-03
19.24228	100.99380	7.793e-03
19.20850	101.02364	7.815e-03
19.16100	101.06695	7.837e-03
19.12571	101.09639	7.855e-03
19.09402	101.12486	7.872e-03
19.06163	101.15401	7.880e-03
19.02178	101.19154	7.901e-03
18.98250	101.22679	7.927e-03
18.94944	101.25688	7.953e-03
18.91017	101.29241	7.970e-03
18.87298	101.32634	7.984e-03
18.83856	101.35798	8.009e-03
18.79931	101.39394	8.027e-03
18.75386	101.43550	8.053e-03
18.72291	101.46453	8.082e-03
18.68575	101.49912	8.094e-03
18.65068	101.53203	8.114e-03
18.61147	101.56875	8.133e-03
18.57227	101.60561	8.154e-03
18.53459	101.64326	8.176e-03
18.49678	101.67923	8.198e-03
18.46173	101.71283	8.216e-03
18.42188	101.75093	8.243e-03
18.38271	101.78858	8.265e-03
18.34425	101.82578	8.276e-03
18.30716	101.86185	8.313e-03
18.27147	101.89680	8.326e-03
18.22683	101.94019	8.345e-03
18.19184	101.97484	8.369e-03
18.15424	102.01408	8.389e-03
18.11857	102.04964	8.431e-03
18.07466	102.09316	8.458e-03
18.02800	102.13951	8.482e-03
17.99855	102.16965	8.515e-03
17.96430	102.20453	8.546e-03
17.92317	102.24615	8.550e-03
17.88618	102.28397	8.571e-03
17.83078	102.34200	8.583e-03
17.80741	102.36483	8.604e-03
17.76921	102.40645	8.621e-03
17.72676	102.45037	8.645e-03
17.68981	102.48908	8.661e-03
17.65150	102.52930	8.698e-03
17.60976	102.57314	8.712e-03
17.57079	102.61441	8.738e-03
17.53250	102.65521	8.754e-03
17.48600	102.70454	8.775e-03
17.45184	102.74151	8.799e-03
17.41564	102.78074	8.823e-03
17.37466	102.82511	8.851e-03
17.33505	102.86825	8.882e-03
17.29422	102.91502	8.906e-03
17.25464	102.95860	8.931e-03
17.21849	102.99875	8.952e-03
17.17344	103.04849	8.980e-03
17.13526	103.09123	9.008e-03
17.09298	103.13854	9.037e-03
17.05208	103.18462	9.046e-03
17.01666	103.22499	9.070e-03
16.96909	103.28099	9.097e-03
16.93354	103.31973	9.126e-03
16.89625	103.36499	9.160e-03
16.85677	103.41069	9.186e-03
16.82004	103.45354	9.208e-03
16.77990	103.50040	9.232e-03
16.72885	103.55972	9.253e-03
16.69488	103.60020	9.289e-03
16.65886	103.64313	9.315e-03
16.61605	103.69401	9.327e-03
16.57597	103.74203	9.356e-03
16.51969	103.81127	9.379e-03
16.49584	103.83883	9.415e-03
16.45308	103.89074	9.438e-03
16.41508	103.93736	9.464e-03
16.37249	103.99193	9.485e-03
16.33317	104.04062	9.511e-03
16.28910	104.09524	9.531e-03
16.24912	104.14525	9.564e-03
16.21119	104.19306	9.593e-03
16.16851	104.24686	9.630e-03
16.12790	104.29848	9.655e-03
16.08457	104.35366	9.687e-03
16.04398	104.40581	9.712e-03
16.00340	104.45822	9.737e-03
15.96013	104.51431	9.769e-03
15.91889	104.56813	9.791e-03
15.88175	104.61712	9.826e-03
15.83784	104.67491	9.856e-03
15.79462	104.73220	9.879e-03
15.75006	104.79151	9.910e-03
15.70891	104.84679	9.932e-03
15.67116	104.89799	9.954e-03
15.63003	104.95388	9.975e-03
15.58351	105.01714	1.000e-02
15.54393	105.07407	1.005e-02
15.50675	105.12325	1.006e-02
15.46180	105.18798	1.008e-02
15.41873	105.24812	1.011e-02
15.37095	105.31499	1.015e-02
15.33467	105.36666	1.019e-02
15.29300	105.42596	1.021e-02
15.25066	105.48652	1.027e-02
15.20836	105.54743	1.028e-02
15.16859	105.60264	1.032e-02
15.12514	105.66837	1.036e-02
15.08220	105.73124	1.039e-02
15.04046	105.79027	1.042e-02
14.99757	105.85388	1.044e-02
14.95806	105.91301	1.047e-02
14.90915	105.98605	1.049e-02
14.87034	106.04491	1.052e-02
14.81946	106.12180	1.055e-02
14.77869	106.18435	1.059e-02
14.74261	106.24029	1.062e-02
14.70388	106.30049	1.065e-02
14.66047	106.36809	1.067e-02
14.61641	106.43708	1.070e-02
14.56032	106.52486	1.073e-02
14.53036	106.57326	1.075e-02
14.48972	106.63837	1.077e-02
14.44756	106.70354	1.079e-02
14.40494	106.77251	1.082e-02
14.35433	106.85449	1.086e-02
14.31844	106.91380	1.087e-02
14.27522	106.98513	1.091e-02
14.23001	107.06008	1.094e-02
14.18218	107.13981	1.098e-02
14.14437	107.20386	1.101e-02
14.09791	107.28239	1.104e-02
14.05861	107.34694	1.107e-02
14.01153	107.42755	1.111e-02
13.97047	107.49870	1.116e-02
13.92478	107.57813	1.118e-02
13.88111	107.65468	1.123e-02
13.83813	107.73058	1.125e-02
13.79451	107.80811	1.130e-02
13.75072	107.88363	1.132e-02
13.71112	107.95525	1.136e-02
13.66758	108.03421	1.138e-02
13.61215	108.13477	1.139e-02
13.57859	108.19722	1.142e-02
13.53578	108.27661	1.147e-02
13.49281	108.35394	1.149e-02
13.44610	108.44151	1.151e-02
13.39347	108.54060	1.155e-02
13.35013	108.62338	1.158e-02
13.31472	108.69203	1.162e-02
13.27538	108.76841	1.165e-02
13.22421	108.86761	1.169e-02
13.18340	108.94496	1.173e-02
13.14151	109.02792	1.176e-02
13.09834	109.11396	1.179e-02
13.05125	109.20822	1.183e-02
13.00747	109.29673	1.187e-02
12.96418	109.38191	1.190e-02
12.91457	109.48341	1.193e-02
12.87745	109.56066	1.196e-02
12.83054	109.65821	1.200e-02
12.78693	109.74981	1.202e-02
12.74401	109.84073	1.204e-02
12.69720	109.94035	1.208e-02
12.65283	110.03258	1.211e-02
12.61262	110.11993	1.214e-02
12.56592	110.22164	1.217e-02
12.51211	110.33946	1.220e-02
12.47526	110.42180	1.223e-02
12.43106	110.51741	1.226e-02
12.38776	110.61502	1.230e-02
12.34386	110.71477	1.232e-02
12.30065	110.81380	1.237e-02
12.25293	110.92369	1.240e-02
12.20892	111.02288	1.245e-02
12.16776	111.11967	1.247e-02
12.11953	111.23347	1.252e-02
12.07458	111.34072	1.257e-02
12.03418	111.43818	1.260e-02
11.98907	111.54414	1.263e-02
11.94425	111.65370	1.267e-02
11.89817	111.76720	1.269e-02
11.85472	111.87540	1.272e-02
11.80682	111.99532	1.275e-02
11.76258	112.10390	1.279e-02
11.72053	112.21140	1.282e-02
11.67534	112.32771	1.286e-02
11.62828	112.44975	1.288e-02
11.58677	112.55524	1.292e-02
11.54172	112.67422	1.295e-02
11.49736	112.79250	1.298e-02
11.45178	112.91507	1.301e-02
11.40815	113.03355	1.304e-02
11.36014	113.16479	1.307e-02
11.31573	113.28397	1.311e-02
11.26593	113.42255	1.314e-02
11.22442	113.53979	1.317e-02
11.18359	113.65613	1.317e-02
11.13649	113.79097	1.316e-02
11.09198	113.91984	1.318e-02
11.03782	114.07370	1.319e-02
10.99972	114.18681	1.322e-02
10.95601	114.31708	1.324e-02
10.91487	114.44103	1.328e-02
10.86751	114.58450	1.331e-02
10.82398	114.71803	1.336e-02
10.77650	114.86086	1.339e-02
10.73558	114.98900	1.344e-02
10.68788	115.13921	1.347e-02
10.64210	115.28499	1.351e-02
10.60075	115.41840	1.354e-02
10.55636	115.56263	1.357e-02
10.50832	115.72002	1.362e-02
10.46441	115.86173	1.366e-02
10.42084	116.00778	1.370e-02
10.37734	116.15505	1.374e-02
10.32899	116.31999	1.377e-02
10.28872	116.45950	1.382e-02
10.24421	116.61483	1.386e-02
10.19549	116.78623	1.390e-02
10.15420	116.93372	1.394e-02
10.10963	117.08996	1.397e-02
10.06543	117.25079	1.400e-02
10.02072	117.41526	1.403e-02
9.97547	117.58340	1.408e-02
9.93213	117.74638	1.410e-02
9.88765	117.91531	1.413e-02
9.84328	118.08578	1.417e-02
9.79477	118.27383	1.419e-02
9.75057	118.44755	1.423e-02
9.71007	118.60883	1.424e-02
9.66246	118.79980	1.425e-02
9.62153	118.96642	1.428e-02
9.56638	119.19214	1.431e-02
9.53278	119.33305	1.433e-02
9.48559	119.53122	1.437e-02
